idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,35.1697969,126.9237794,35.9763658,129.4168229,0+1老 8矫,0+1老 14矫
1,35.5610412,129.3504859,37.4642703,129.1591745,0+1老 8矫,0+1老 14矫
2,37.5064513,127.0126922,37.503393,129.1305093,0+1老 8矫,0+1老 14矫
3,37.5585258,126.8508281,38.0428649,127.4959595,0+1老 8矫,0+1老 14矫
4,37.5445053,126.8933505,37.9517325,128.3167213,0+1老 8矫,0+1老 14矫
5,35.1697969,126.9237794,35.9653274,129.428831,0+1老 8矫,0+1老 14矫
6,37.372799,127.935788,38.0848974,127.981957,0+1老 8矫,0+1老 14矫
7,35.5610412,129.3504859,37.3537324,129.2517813,0+1老 8矫,0+1老 14矫
8,37.5187822,126.9242654,38.1565229,128.2034859,0+1老 8矫,0+1老 14矫
9,37.320958,127.9569629,38.2373137,128.2179152,0+1老 8矫,0+1老 14矫
10,35.5610412,129.3504859,37.4647385,129.1165745,0+1老 8矫,0+1老 14矫
11,37.5587842,126.8033553,38.221396,127.6704518,0+1老 8矫,0+1老 14矫
12,37.5587842,126.8033553,38.1519584,127.7400135,0+1老 8矫,0+1老 14矫
13,37.4331877,127.1376777,37.8703283,128.7956889,0+1老 8矫,0+1老 14矫
14,37.4331877,127.1376777,38.1447946,128.6019229,0+1老 8矫,0+1老 14矫
15,37.320958,127.9569629,38.1831482,128.2066735,0+1老 8矫,0+1老 14矫
16,37.5703559,126.818781,38.2109576,127.576913,0+1老 8矫,0+1老 14矫
17,37.5585258,126.8508281,38.2325825,127.4732497,0+1老 8矫,0+1老 14矫
18,37.320958,127.9569629,38.2063651,128.3503229,0+1老 8矫,0+1老 14矫
19,37.6280329,127.0904235,37.9703865,127.735227,0+1老 8矫,0+1老 14矫
20,37.5587842,126.8033553,38.1883367,127.6727431,0+1老 8矫,0+1老 14矫
21,37.372799,127.935788,38.2158135,128.2156299,0+1老 8矫,0+1老 14矫
22,37.3565355,126.9266007,37.94187,127.773761,0+1老 8矫,0+1老 14矫
23,37.372799,127.935788,38.1576572,128.0524175,0+1老 8矫,0+1老 14矫
24,37.372799,127.935788,38.19912,128.030086,0+1老 8矫,0+1老 14矫
25,37.5587842,126.8033553,38.1533443,127.6700159,0+1老 8矫,0+1老 14矫
26,37.5587842,126.8033553,38.2514516,127.5822001,0+1老 8矫,0+1老 14矫
27,37.320958,127.9569629,38.2566644,128.2046231,0+1老 8矫,0+1老 14矫
28,37.372799,127.935788,38.2257032,127.951728,0+1老 8矫,0+1老 14矫
29,37.372799,127.935788,38.2006954,128.0439263,0+1老 8矫,0+1老 14矫
30,37.372799,127.935788,38.2189205,128.0556224,0+1老 8矫,0+1老 14矫
31,37.5187822,126.9242654,37.8389751,128.0151323,0+1老 8矫,0+1老 14矫
32,37.5587842,126.8033553,38.204908,127.6746289,0+1老 8矫,0+1老 14矫
33,37.5587842,126.8033553,38.2223927,127.5020938,0+1老 8矫,0+1老 14矫
34,37.5703559,126.818781,38.2120716,127.5899761,0+1老 8矫,0+1老 14矫
35,37.4331877,127.1376777,37.94187,127.773761,0+1老 8矫,0+1老 14矫
36,37.5587842,126.8033553,38.2429597,127.6196208,0+1老 8矫,0+1老 14矫
37,37.372799,127.935788,38.0753603,128.0085787,0+1老 8矫,0+1老 14矫
38,37.5187822,126.9242654,38.0848974,127.981957,0+1老 8矫,0+1老 14矫
39,37.5703559,126.818781,38.0547582,127.5251248,0+1老 8矫,0+1老 14矫
40,37.5187822,126.9242654,38.1798082,128.2002962,0+1老 8矫,0+1老 14矫
41,37.5587842,126.8033553,38.1213879,127.6813626,0+1老 8矫,0+1老 14矫
42,37.372799,127.935788,38.0996028,128.0406948,0+1老 8矫,0+1老 14矫
43,37.372799,127.935788,38.0676432,128.0120212,0+1老 8矫,0+1老 14矫
44,37.5052201,127.0613942,35.9928273,129.4118653,0+1老 8矫,0+1老 14矫
45,37.320958,127.9569629,38.2683588,128.2476767,0+1老 8矫,0+1老 14矫
46,37.5187822,126.9242654,38.1143899,128.1962151,0+1老 8矫,0+1老 14矫
47,37.4885016,127.0988288,37.3710839,127.9128493,0+1老 8矫,0+1老 14矫
48,37.372799,127.935788,38.1877654,128.0322854,0+1老 8矫,0+1老 14矫
49,37.5703559,126.818781,38.0652548,127.5424996,0+1老 8矫,0+1老 14矫
50,37.5703559,126.818781,38.0746731,127.5181881,0+1老 8矫,0+1老 14矫
51,37.5187822,126.9242654,38.0753603,128.0085787,0+1老 8矫,0+1老 14矫
52,37.5587842,126.8033553,38.222381,127.5020462,0+1老 8矫,0+1老 14矫
53,37.5587842,126.8033553,38.1542307,127.6672993,0+1老 8矫,0+1老 14矫
54,37.5187822,126.9242654,38.1576572,128.0524175,0+1老 8矫,0+1老 14矫
55,37.5703559,126.818781,38.1348843,127.5320249,0+1老 8矫,0+1老 14矫
56,37.5187822,126.9242654,38.19912,128.030086,0+1老 8矫,0+1老 14矫
57,37.5187822,126.9242654,38.2063651,128.3503229,0+1老 8矫,0+1老 14矫
58,37.5187822,126.9242654,38.0676432,128.0120212,0+1老 8矫,0+1老 14矫
59,37.5187822,126.9242654,38.0996028,128.0406948,0+1老 8矫,0+1老 14矫
60,37.5703559,126.818781,38.066084,127.51529,0+1老 8矫,0+1老 14矫
61,37.5187822,126.9242654,38.2100511,128.2008552,0+1老 8矫,0+1老 14矫
62,37.5187822,126.9242654,38.1831482,128.2066735,0+1老 8矫,0+1老 14矫
63,37.5187822,126.9242654,38.2373137,128.2179152,0+1老 8矫,0+1老 14矫
64,37.5187822,126.9242654,38.1165067,128.0405444,0+1老 8矫,0+1老 14矫
65,37.529012,127.0192252,38.2524095,128.2106211,0+1老 8矫,0+1老 14矫
66,37.5187822,126.9242654,38.2257032,127.951728,0+1老 8矫,0+1老 14矫
67,37.5187822,126.9242654,38.2566644,128.2046231,0+1老 8矫,0+1老 14矫
